,text,user,location,Sentiment_Polarity,Expression Label
2127,"@realDonaldTrump @BrianKempGA Up to the Sec. of State.  Sue them.  Kemp is a grifter, just like you.  He's just covering his ass, like you.  You have brought down the GOP along with yourself.",DougHowell2,,-0.127777778,negative
2128,"@owlcityhootowl @sanaonline__ @realDonaldTrump @PeteHegseth @seanhannity @JoeBiden Perdomo sounds Italian. Real Italian people instantly recognize scams and lies. It's obvious this is the biggest fraud in history. It's time you grow up and realize you are being fooled by the medias. You're on the wrong side cousin, Trump is not a bad guy.",FrenchGuyNice,"Nice, France",-0.025,negative
2129,"@PatrickNova6 @DanScavino @realDonaldTrump IF only this described the petulant, narcissistic, churlish, man-baby that is Donald trump... but it doesn’t. IF only this was, then maybe 245,000 Americans wouldn’t be tragically dead. https://t.co/byM8tVgWL6",Sjacobs2020,,-0.066666667,negative
2130,"@DanScavino @realDonaldTrump What can Trump do if he loses and they revalidate the fraud? Of the 538 electoral college voters, in the states where there is fraud, they can refuse to vote for Biden. There are antecedents. Trump in 2016, won with 306 votes. And in the final election, 304 voted in his favor.",BSC_ROCK1,Ecuador,-0.15,negative
2134,"@realDonaldTrump @BrianKempGA You are a dangerous man Trump! It’s unbelievable to me that people don’t see right through you!  I do, it’s crystal clear, and the picture is not pretty.  Wake up conservatives, we have differences but, we are not Trump different!",BergevinJ,United States,-0.111309524,negative
2135,@DanScavino @realDonaldTrump Unbelievable,sunrainmakerain,Australia,-0.25,negative
2136,"@GarionOrb @gerritsburner @realDonaldTrump Goodness your telling me all the media talking points! Trouble with your flawed argument is Hillary conceded when she handily got whooped. In this situation the vote counters all this sudden stopped counting in the middle of the night, which has never happened in US history. ..",emily9654,,-0.02,negative
2137,"@realDonaldTrump @PeteHegseth @seanhannity Wrong.
The worst thing people did was to give you a chance 4 years ago.
You placed us in danger and in debt.
You are a disappointment.
A failure.",Southsh80194610,,-0.604166667,negative
2139,RT @H_MitchellPhoto: Who wants to let @realDonaldTrump know that he just lost Georgia?,thereseguise,IL,0.2,positive
2142,RT @WhiteHouse: LIVE: President @realDonaldTrump delivers an update on Operation Warp Speed https://t.co/6UQ0SZMsCQ,tolani_okunola,,0.136363636,positive
2144,@realDonaldTrump I don’t know what to say about the deranged thoughts you are sharing with the American people. YOU LOST! It’s ok... let it go.. concede like a grown ass man!,sherrighart,"Minnesota, USA",0.3125,positive
2146,I cannot believe how brazen they are in their cheating. Why is that? The light is shining on them yet they continue! Do they not fear consequences? When will there be arrests? https://t.co/bO5caGd6Zp,TrumpDeporable4,,0.5,positive
2147,"@DanScavino @realDonaldTrump There are about 72,741,893 people who voted for Trump.

Subtract that from the approx. 328.2M ppl who live in America (it's an estimate from 2019, since Trump &amp; his administration fucked up Census 2020).

That leaves about 255,458,107 ppl who are not impressed.
I'm one of them.",Cynethryth5,"Seattle, WA",-0.321212121,negative
2148,RT @ChrisKlemens: You’re a complete and utter (and I now hear broke??) failure @realDonaldTrump,The_Emilie_C,Canada,-0.072222222,negative
2151,@HurticaneMaria @the_resistor @realDonaldTrump @PeteHegseth @seanhannity All his lawsuits got laughed out of court. All his lawyers quit. Wake up.,earthicle,,0.7,positive
2152,"@cenkuygur @realDonaldTrump @RudyGiuliani Cenk, is Rudy really his lawyer as in contracted, papers signed, being paid in proper legal form? Does he even argue or defend Trump in front of judges?? I have a hard time believing that he’s even his lawyer at all except for tv/radio theatrics",josh_nc101,"Elizabeth City, NC",0.027083333,positive
2153,"@realDonaldTrump @PeteHegseth @seanhannity Forget about telling the emperor he has no clothes, someone needs to tell him he's not the emperor any more",Realsevek,,0.5,positive
2154,"RT @FrankAmari2: @realDonaldTrump At the risk of confusing the issue with facts:

""NO EVIDENCE of US ELECTION FRAUD, says coalition of fede…",DucadiSpalato,Hrvatska,-0.3,negative
2158,@realDonaldTrump Would you shut up. You’re ridiculous.,SHennebelle,,-0.333333333,negative
2162,"@realDonaldTrump @PeteHegseth @seanhannity 'The worst thing you can do is bet against Donald Trump, considering what has been done against him...' The worst thing you can do is keep feeding his victim mentality which is even more colossal than his sodding ego!",JoHoad1,Australia,-0.24,negative
2167,Yes because he hates @NYGovCuomo. @realDonaldTrump forget that he is irrelevant now! https://t.co/TcYQ3ZAIaz,fineingredients,westfield nj,-0.625,negative
2169,@realDonaldTrump shut up your fucking mouth,leon26727902,,-0.6,negative
2171,"RT @TrumpVoterWTF: @realDonaldTrump DONALD SIR, THIS WHOLE TIME I THOUGHT WE WERE WINNING THE ELECTION BECAUSE I'VE BEEN WATCHING NON-STOP…",kw248,Near 44°,0.35,positive
2173,@realDonaldTrump Such a disgrace. Only thing more embarrassing than having the dimwit @realDonaldTrump pretending to be a president? Knowing that fellow Americans fell for this shameful grifter’s scam. Appalling. #theemperorhasnoclothes #trumpisajoke #TrumpFailed #DumpTrump #NotMyPresident,zinnias4ever,"California, USA",0.0375,positive
2175,RT @Black_C_Patriot: Awesome day here in #WashingtonDC! Patriots galore!! Bumped into fellow POC (Patriot of Color!) Will Johnson of @Unite…,fminga,GA gal but my ❤️‘s still in TN!,1,positive
2177,"@RespekDaPouch @Montovon @Trafficman813 @KMcGee10 @ashleyefitzger1 @DPWIMM @realDonaldTrump ""Because there are legal limitations on detaining children that prevent children from being detained with their parents, the Trump administration contends that necessitates separating families. However, family separation was rare under previous administrations.""",MicahKolding,,0.111111111,positive
2181,"RT @bradpomerance: Honestly, I say this as an American. This is getting embarrassing.
I don't care if you love or hate Donald Trump.
He wil…",Mark738eis,,0.075,positive
2182,RT @WhiteHouse: LIVE: President @realDonaldTrump delivers an update on Operation Warp Speed https://t.co/6UQ0SZMsCQ,sdiprenda,USA - NYC,0.136363636,positive
2184,@RepDougCollins @realDonaldTrump Your as out of tough as your buddy.,Ronees_2_Cents,🌍Earth For Now💚,-0.388888889,negative
2185,@w_terrence @realDonaldTrump Over generalization at its best,shleemo1,,1,positive
2186,@DanielGreenfx @realDonaldTrump I don’t think you really want to know.,Gmaontherun,"Chula Vista, CA",0.2,positive
2190,RT @AprilDRyan: It is over @JoeBiden wins Georgia.  @JoeBiden  has 306 electoral college vote and @realDonaldTrump has 232 electoral colleg…,nana2qps,,0.3,positive
2192,"@NJAKA1994 #WhiteSupremacist BS.
53% of Republicans Voted FOR @realDonaldTrump 🇺🇸

45% of Democrats Voted FOR  @JoeBiden 🇨🇳
The difference?
~1/2 &amp; 1/2  BUT there is a -8% Right?
In order to pass my socialist agenda.
I would NEED to Pander. Lie. Steal. &amp; Cheat.
#BlackTwitter

&amp;That They Did.",camayusa1,🦅OneNationUnderGod🇺🇸🦅🇺🇸 ,0.285714286,positive
2193,"@Bytormsa @cathymoreno @ashunknown2 @MistyxMoonlight @RM4Liberty @DPWIMM @realDonaldTrump @ChanelRion @OANN Tired of looking stupid yet, Mark, or do you have more absolutely baseless garbage to tweet?",aridiculouslife,Earth,-0.125,negative
2195,@realDonaldTrump Tick tick. Tick tick.  January 20th. So long Loser!,WGofSC,,-0.03125,negative
2198,@realDonaldTrump U need to grow up and take ur loss like a man. U makin urself and the country look very bad right now.,DianaHa36314436,"Selma, AL",-0.312142857,negative
2203,@DanScavino @realDonaldTrump What a Trump event really looks like.... 306-232 https://t.co/JjqT7AwnRR,JustBobby19,,0.2,positive
2207,@DanScavino @realDonaldTrump A true Leader,judyblue51,West Palm Beach,0.35,positive
2209,@realDonaldTrump Trump in 1994 talking about his one year old daughter - what man talks that way. But let’s go back since Trump is using 1994 to justify his fake voter fraud claims. https://t.co/RAnkYrZMfR,lizard817,"Florida, USA",-0.133333333,negative
2215,RT @jennerific713: @realDonaldTrump Here’s a fun walk down memory lane. These are Trump quotes bragging about his historic landslide victor…,AmyMaso88550544,,0.048148148,positive
2217,@amyvpt @realDonaldTrump I can't wait until he is totally irrelevant!,wtfsmooth,Virginia,-0.625,negative
2218,RT @Black_C_Patriot: Awesome day here in #WashingtonDC! Patriots galore!! Bumped into fellow POC (Patriot of Color!) Will Johnson of @Unite…,K4Trump_,United States,1,positive
2220,"@peat_e @FrankAmari2 @realDonaldTrump @BrianKempGA They're speaking of one of their own, then. Works perfectly.",DenScorpioFTW,Philadelphia,0.8,positive
2221,RT @ProjectLincoln: Today would be a beautiful day for @realDonaldTrump to concede.,XavierRucker_,"Elyria, OH",0.85,positive
2223,@realDonaldTrump @PeteHegseth @seanhannity My local news station interviewed three people who saw workers SPITTING on ballots. Surely this messed up the counting when they got scanned. Make Rudy Giuliani look into this!,BaelaLayla,,0.3125,positive
2225,@KanakaNative @LeandroMiguez4 @LisaBra01432017 @WalkerRube @realDonaldTrump @PeteHegseth @seanhannity Good thing enough of them are evidently are legal to keep Biden in the lead in enough states :),MilitarySkeptic,,0.275,positive
2227,"@DanScavino @realDonaldTrump There’s no doubt you won’t see this post @realDonaldTrump, but I’d be remiss if I didn’t tell you how appalling it is to see you post this crap while we’re in the midst of a national health crisis. You are an embarrassment, and disappointment to our country.",IAmGMoe,"Indian Wells, CA",-0.583333333,negative
2231,"@realDonaldTrump What? 🤦‍♂️ I know it's extremely difficult for you however, Biden did win the election fair &amp; square. I pray for you that you find peace with America's decision. I pray that GOD gives you the resolve you need to concede &amp; move on w/ the dignity &amp; respect that GOD commands. 🙏🙏",LisaDia05317521,,0.333333333,positive
2232,@GuySquiggs @LemieuxStatue @DarthOmnivorous @TheGlare_TM @realDonaldTrump Thanks for dragging your defeat out for several weeks instead of seeing the writing on the wall. Best part of 2020 so far,Slippy_Sally,,0.325,positive
2234,"@realDonaldTrump SERIOUSLY DUDE, STOP!!!",ThisIsNate3,,-0.651041667,negative
2236,@nickroberts317 @realDonaldTrump Facts? So why are you afraid of an audit?,gocabeca,,-0.6,negative
2237,"RT @stuartpstevens: “Syphilis can invade the nervous system at any stage of infection, &amp; causes a wide range of symptoms, including headach…",resistchar1990,"North Carolina, USA",-0.1,negative
2240,"@ProfessorH19 @GOP @realDonaldTrump I loved those movies!!
""Take your stinking paws off me you damn, dirty ape""",smc429,"Los Angeles, CA",0.2,positive
2241,"@realDonaldTrump @PeteHegseth @seanhannity LOL. YOU HAVE HAD THE WIND KICKED OUT OF YOU, IT'S A GREAT TIME TO BET AGAINST YOU.",CliffDelbridge,Next to the burn zone,0.8,positive
2242,RT @itsJeffTiedrich: @realDonaldTrump @BrianKempGA loving this message of concern for the hundreds of thousands of Americans who were diagn…,Streganonna77,Staten Island & Catskill NY,0.6,positive
2243,@realDonaldTrump @PeteHegseth @seanhannity Give it up you sad little man.,samanthamunns,"Texas, USA",-0.34375,negative
2245,"RT @stuartpstevens: “Syphilis can invade the nervous system at any stage of infection, &amp; causes a wide range of symptoms, including headach…",TNTArtbyTina,PA girl replanted in Alabama,-0.1,negative
2247,RT @deanofdublin: Biden is on track to score the largest popular vote victory as a challenger to a sitting president since FDR beat Herbert…,angie_keathly,The South,0.6,positive
2248,RT @HeyTammyBruce: I’ll be on @seanhannity tonight w newly minted @FoxNews contributor @JoeConchaTV at 935p ET. I have a few things to say…,Judi_Flynn2,,-0.031818182,negative
2251,"@realDonaldTrump Fuck, even if they gave it to you on a gold plated platter, u still lost! 1 term, impeached president who never won the popular vote? That's the Trump legacy. https://t.co/McPYHzAh3L",jayrobertbaker,Canada,0.05,positive
2252,Dumb ass Dobbs!!!!! https://t.co/AgkinDGY4t,Racefan90717831,,-1,negative
2253,@tmoyer76 @DanScavino @realDonaldTrump What an embarrassment.  Make sure to donate to every 'cause' the Republicans are panhandling for.  Do your part.  LOL,worldqueries,US & Canada,0.65,positive
2254,"@WomenforTrump @realDonaldTrump @LouieGohmertTX1 Not March for Covid Victims, or March for Vaccine, or March for the Good of America..",RosemaryDEM,"Pennsylvania, USA",0.7,positive
2256,"We trust you, we love you, we  stand with you Mr. president Trump https://t.co/rHspk8493h",dianne_novak,,0.5,positive
2258,"@beachgirl_karen @mr_icy69 @scientificrealm @realDonaldTrump Wrong. 2000 election was much the same as what we are seeing, except that we have massive voter fraud now. Read Article 2 and 12 of the Constitution. Once the electoral college meets, it becomes official. That's Dec. 14.",meadows_kacy,,-0.075,negative
2259,"We will win Pennsylvania!
#Trump2020NowMoreThanEver https://t.co/lG9t46pYgI",WahrSager10,New York City,1,positive
2260,"@jbuckinsurance @GeraldoRivera @realDonaldTrump I wear one despite his ignorance. But his sheeple have to hear it from him. They have said it in interviews.

They prefer listening to the fantasies of right wing mouth pieces. To far removed from reality. But insist if he told them to wear a mask they would.

But he doesn't care",BobMishler,"Oregon, USA",0.192857143,positive
