,text,user,location,Sentiment_Polarity,Expression Label
2220,"RT @jacobinmag: Joe Biden touted unions on the campaign trail, but his first big fundraiser was cohosted by an attorney at a union-busting…",workingclasstex,,0.125,positive
2221,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,SeaOfBrequility,California,0.25,positive
2222,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,tpwktrinity,|arkansas|she/her|blm|,0.25,positive
2223,@IngrahamAngle @RealCandaceO @RichardGrenell @ByronYork @RaymondArroyo @FoxNews Yes! Joe Biden is part of a One World Order movement.  They want ownership of America. They want to destroy it.Biden might thinks he knows it's soul but he isn't familiar with America's fighting spirit. One Nation under God! The land of the Free!,honestyisbestpo,,0.25625,positive
2224,"RT @DineshDSouza: This video documenting Joe Biden's long history of lying could not be any more brutal.

A must-watch if you want to under…",BrianBr48598668,Uk,-0.141666667,negative
2225,"RT @Goss30Goss: Electoral College:
306-232

Popular Vote:
78,116,368-72,724,746

President-elect Joe Biden &amp; VP-elect Kamala Harris absolut…",char_nee,,0.6,positive
2227,"RT @maggieNYT: NEW - Trump has put Rudy Giuliani in charge of his campaign lawsuits related to the outcome of the election, as well as all…",anna_plotkin,,0.068181818,positive
2228,"RT @RBReich: Thanks to communities of color, Joe Biden flipped 5 states.

He must never forget who delivered him the presidency.",jannsloan,Colorado,0.2,positive
2229,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,kaitxmorgan,716 — 803,0.25,positive
2234,"RT @AC360: ""I do share that confidence,"" says Atlanta Mayor @KeishaBottoms on Joe Biden being projected to win Georgia.

""With such a wide…",GuthrieTrudy,,0.4,positive
2235,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,lili_vonshtupp,,0.25,positive
2237,"RT @jaketapper: Trump won MORE vote in Philly in 2020 than in 2016 — so that is one wacky conspiracy! 🦅 

https://t.co/YDWPHHMtNL",YaHateTwoSeeIt,"Miami, FL",0.5625,positive
2239,"RT @gspowers: @DanScavino @realDonaldTrump Oh, please!  Joe Biden beat you!
Biden - 306.  Trump - 232.
Look familiar?",netbacker,"Santa Clara, CA",0.375,positive
2240,"RT @Dancthom: This is beginning to feel real, President Joe Biden and Vice President Kamala Harris. The clouds are lifting, folks!",mimi_phoenix,,0.25,positive
2241,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,brittneehart,"San Diego, CA",0.25,positive
2242,RT @SteveSchmidtSES: Let’s be clear. Joe Biden is the President-Elect of the United States. The refusal of Republicans to acknowledge this…,LynGianni,,0.1,positive
2243,"RT @tbonier: Here's an incredible stat: I've mentioned that 114,017 AAPI voters cast an early vote in GA this year, 56% more than the 72,69…",AmishScientist,"Tucson, AZ",0.5,positive
2244,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,_kittykatniss,,0.25,positive
2245,"RT @RBReich: Thanks to communities of color, Joe Biden flipped 5 states.

He must never forget who delivered him the presidency.",Tay_Tay_Day,,0.2,positive
2246,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,tn144042731,,0.25,positive
2247,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,AMT9479,United States,0.25,positive
2248,@JoannesFitz @trish_regan Thats not even Joe Biden check into it. Facial recognition says it is not same person as Joe Biden. Yes I know hard to believe but seems true. Anyways either way the original Joe Biden had serious Alzheimer's or Parkinson's or something. May even be dead. Hunter was not onstage,masterwisdom555,Vancouver BC Canada ,-0.014285714,negative
2251,RT @kylegriffin1: President-elect Joe Biden's return to 'normalcy' will include restoring the daily press briefing — and at least two women…,smartdissent,America,-0.15,negative
2252,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,natashancn,,0.25,positive
2255,RT @SteveSchmidtSES: Let’s be clear. Joe Biden is the President-Elect of the United States. The refusal of Republicans to acknowledge this…,DebLovesDragons,"Bellefontaine, OH",0.1,positive
2257,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,lynn_gillman,"Holtsville, NY",0.25,positive
2258,@Anvelas18 If Joe Biden won fair and square why wouldn’t he support a thorough and widespread recount &amp; audit to reassure Trump voters? https://t.co/JOtc3f2NxT,brunoegloff,,0.7,positive
2260,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,ChristinaAyash,"West Virginia, USA",0.25,positive
2261,The concession is what sets in motion the months-long process that provides for a peaceful transfer of power. We know that delays can have real consequences.  https://t.co/p87FLQihSa via @americamag,Americaeditor,"New York, NY",0.225,positive
2263,"RT @gathara: #BREAKING Outraged by power-sharing deal between populist dictator, Donald Trump, and President-elect, Joe Biden, white extrem…",curmudgeon_x,"Seattle, WA",-0.45,negative
2264,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,taylorlee1232,"Charleston, SC",0.25,positive
2265,"RT @tbonier: Here's an incredible stat: I've mentioned that 114,017 AAPI voters cast an early vote in GA this year, 56% more than the 72,69…",kh_culver,"Lived in DC, IN, CT, MN, PA, NC and now in MA.",0.5,positive
2266,"RT @maggieNYT: NEW - Trump has put Rudy Giuliani in charge of his campaign lawsuits related to the outcome of the election, as well as all…",ljl_geek,"Laubenheim, Deutschland",0.068181818,positive
2268,RT @DrEricDing: Folks—sleep easy tonight. We’re good now. https://t.co/I98PNOpijk,5lyingbitches,Ohio,0.566666667,positive
2270,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,jonthegrinder,"Mystic Village, NV",0.25,positive
2271,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,ZelG,"Seattle, WA",0.25,positive
2273,@HawleyMO @BarbieHitsBack The only reason Osama Bin Obama won in the first place was because he was running against the equally inept as Joe Biden Republican McCain with Sarah Palin.,TheAllience_360,PA,0.083333333,positive
2275,"RT @jomalleydillon: 306. Joe Biden, Kamala Harris, the best team in politics, and nearly 80 million Americans did this.",careaware,USA,0.55,positive
2276,RT @kylegriffin1: President-elect Joe Biden's return to 'normalcy' will include restoring the daily press briefing — and at least two women…,bergstk,,-0.15,negative
2278,"Trump puts Giuliani in charge of his lawsuits challenging the election results.
https://t.co/0Ivx7dZrBh  Oh this ought to turn out well...NOT!! #Giuliani #TrumpLawsuits",Kiddo563SK,"Fall River, MA",0.78125,positive
2279,RT @HKrassenstein: @realDonaldTrump Make America Great Again by letting Joe Biden take over!,SuburbanMomVote,"Georgia, USA",1,positive
2280,"RT @MSNBC: BREAKING: Joe Biden wins Arizona, NBC News projects. https://t.co/8NFR5bDjUn https://t.co/137ZKP194o",Rosy1Wl,,0.3,positive
2282,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,neecoliferrrr,up ur butt,0.25,positive
2286,"RT @nytimes: “Black women did that,” said Abby Phillip, a CNN correspondent, on Nov. 6, the day before victory would be declared for Joe Bi…",harris2_e,"Georgia, USA",-0.166666667,negative
2287,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,PPolombiana,"Alberta, Canada",0.25,positive
2288,"RT @jaketapper: Trump won MORE vote in Philly in 2020 than in 2016 — so that is one wacky conspiracy! 🦅 

https://t.co/YDWPHHMtNL",dickeyx2,"California, USA",0.5625,positive
2290,RT @voxdotcom: Joe Biden plans to label countries as “climate outlaws” for failing to address climate change. Brazil might be at the top of…,MErdemBaran1,"London, England",0.5,positive
2291,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,dannibrahimovic,,0.25,positive
2292,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,peace2out22,,0.25,positive
2297,RT @TimFullerton: Here is Joe Biden ending Rudy Giuliani's presidential campaign in 2007 with one of the greatest burns of all time. https:…,Jasamgurlie,,1,positive
2298,"RT @RBReich: Thanks to communities of color, Joe Biden flipped 5 states.

He must never forget who delivered him the presidency.",dschultziegrl,"Roscoe, IL",0.2,positive
2299,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,JustAnotherNae,,0.25,positive
2301,"RT @maggieNYT: NEW - Trump has put Rudy Giuliani in charge of his campaign lawsuits related to the outcome of the election, as well as all…",JudyG83074235,"Oregon, USA",0.068181818,positive
2302,"RT @RBReich: Thanks to communities of color, Joe Biden flipped 5 states.

He must never forget who delivered him the presidency.",DavidTracey_,,0.2,positive
2303,"RT @OhNoSheTwitnt: Trump was willing to meet with Kim Jong-un, Vladimir Putin, and the Taliban, but is refusing to meet with Joe Biden.",IsaacBarzso,"Louisville, Kentucky",0.25,positive
2304,RT @factcheckdotorg: A baseless conspiracy theory claims that a secret supercomputer was used to switch votes from Donald Trump to Joe Bide…,maggielea31,"So. California, USA",-0.4,negative
2305,"According to Dr Carl Thayer in my story, @JoeBiden would personally engage with ASEAN amd other groups on the South China Sea conflict
https://t.co/5LyLUROicI https://t.co/EVg1xvM1e3",raissawriter,Philippines,-0.0625,negative
2306,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,SpoiledNPretty,Baltimore,0.25,positive
2308,"RT @jomalleydillon: 306. Joe Biden, Kamala Harris, the best team in politics, and nearly 80 million Americans did this. https://t.co/cdT6f0…",RealMelValentin,San Francisco,0.55,positive
2310,"RT @OhNoSheTwitnt: Trump was willing to meet with Kim Jong-un, Vladimir Putin, and the Taliban, but is refusing to meet with Joe Biden.",Islandmike13,"Cleveland, OH",0.25,positive
2311,"RT @RealMiniAOC: If you have a problem figuring out whether you're for Joe Biden, then you ain't dead.",filterfreeme2,United States,-0.2,negative
2312,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,Pezerk,"Atlanta, GA",0.25,positive
2313,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,MKFoodshops,,0.25,positive
2314,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,KnotKelly,"Chicago, IL",0.25,positive
2316,"RT @AngelaBelcamino: For just the second time in more than seven decades, a Democrat (Joe Biden) will carry Arizona in a presidential elect…",KenP1958,,0.25,positive
2317,RT @SteveSchmidtSES: Let’s be clear. Joe Biden is the President-Elect of the United States. The refusal of Republicans to acknowledge this…,ChuckOfMN,"Apple Valley, Minnesota",0.1,positive
2318,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,Baba_340,somewhere smokin a blend joint,0.25,positive
2320,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,myelinsheeth_,"Tulsa, OK",0.25,positive
2321,"RT @briantylercohen: I wasn’t initially on board with Trump denying the election results, but watching Joe Biden win again and again, day a…",disdaydreaming,,0.4,positive
2322,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,tajakameryn,on a higher frequency than you,0.25,positive
2323,RT @NightlyPolitics: Joe Biden won the election with the most votes in American history! Pass it on.,grumpyoldbag68,"Albuquerque, NM",0.25,positive
2325,"Like the Boule media, the preachers are DEAD! By getting people to vote for joe biden, they will go down in history as a group who lead people into the gates of HELL!",raslumumba,Las Vegas,-0.222222222,negative
2327,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,sivey42,"Sioux Falls, SD",0.25,positive
2328,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,floho2,Tejas ,0.25,positive
2330,"RT @OhNoSheTwitnt: Trump was willing to meet with Kim Jong-un, Vladimir Putin, and the Taliban, but is refusing to meet with Joe Biden.",roselundy1,"Richmond, VA",0.25,positive
2331,RT @jimsciutto: New: Two judges in Pennsylvania tossed half a dozen court cases the Trump campaign had brought to invalidate thousands of v…,wolfebgoode,"San Antonio, TX",-0.015151515,negative
2332,@realDonaldTrump You thought you couldn’t ever be beat. Being defeated by by Joe Biden is a good update to your reality.,HajjiADavis,Washington DC San Francisco CA,0.7,positive
2333,RT @atrupar: Trump has resorted to making evidence-free assertions about Georgia Republicans (members of his own party) conspiring to defea…,sfru,"Manassas, VA",0.6,positive
2334,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,CaraFisher23,bay area,0.25,positive
2335,"RT @RBReich: Thanks to communities of color, Joe Biden flipped 5 states.

He must never forget who delivered him the presidency.",chasedemocracy,"Detroit, MI",0.2,positive
2336,"RT @Nate_Cohn: It's final: Joe Biden 306, Donald Trump 232
Biden wins Georgia. 
Trump wins North Carolina. https://t.co/pc1wRYJmG7",happywindz,"Bangkok, Thailand",0.2,positive
